transaction_id,date_time,risk_score,rules_triggered,ai_reasoning,data_used,action_taken,investigator_decision,final_outcome
TXN_843658,2026-09-18 12:10:41 UTC,0.0312,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.031),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 54.46, ""amount_in_usd"": 54.46}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_303451,2026-09-18 12:10:41 UTC,0.0236,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.024),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 9.07, ""amount_in_usd"": 9.07}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_679507,2026-09-18 12:10:41 UTC,0.1016,"Unusual hour (night, outside 06:00-22:00); Late-night online purchase",Model finds this transaction low risk due to occurred at night (score 0.102),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 48.37, ""amount_in_usd"": 48.37}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_264265,2026-09-18 12:10:41 UTC,0.0916,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.092),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 1.81, ""amount_in_usd"": 1.81}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_195430,2026-09-18 12:10:41 UTC,0.0155,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.015),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 63.74, ""amount_in_usd"": 63.74}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_673670,2026-09-18 12:10:41 UTC,0.0494,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.049),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 45.96, ""amount_in_usd"": 45.96}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_807095,2026-09-18 12:10:41 UTC,0.0699,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.070),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 394.04, ""amount_in_usd"": 394.04}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_755123,2026-09-18 12:10:41 UTC,0.0769,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.077),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 1.03, ""amount_in_usd"": 1.03}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_758627,2026-09-18 12:10:41 UTC,0.0161,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.016),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 13.66, ""amount_in_usd"": 13.66}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_316087,2026-09-18 12:10:41 UTC,0.0497,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.050),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 112.78, ""amount_in_usd"": 112.78}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_491496,2026-09-18 12:10:41 UTC,0.0523,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.052),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 42.3, ""amount_in_usd"": 42.3}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_530967,2026-09-18 12:10:41 UTC,0.0265,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.026),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 13.98, ""amount_in_usd"": 13.98}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_170687,2026-09-18 12:10:41 UTC,0.0524,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.052),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 34.88, ""amount_in_usd"": 34.88}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_865533,2026-09-18 12:10:41 UTC,0.0675,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.068),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 7.03, ""amount_in_usd"": 7.03}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_987336,2026-09-18 12:10:41 UTC,0.0210,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.021),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 21.66, ""amount_in_usd"": 21.66}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_940459,2026-09-18 12:10:41 UTC,0.0702,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.070),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 32.68, ""amount_in_usd"": 32.68}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_429931,2026-09-18 12:10:41 UTC,0.0047,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.005),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 17.93, ""amount_in_usd"": 17.93}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_308238,2026-09-18 12:10:41 UTC,0.0567,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.057),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 150.94, ""amount_in_usd"": 150.94}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_317684,2026-09-18 12:10:41 UTC,0.0040,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.004),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 31.95, ""amount_in_usd"": 31.95}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_982502,2026-09-18 12:10:41 UTC,0.0423,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.042),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 32.84, ""amount_in_usd"": 32.84}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_481658,2026-09-18 12:10:41 UTC,0.0318,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.032),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 12.85, ""amount_in_usd"": 12.85}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_273183,2026-09-18 12:10:41 UTC,0.0226,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.023),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 20.24, ""amount_in_usd"": 20.24}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_853101,2026-09-18 12:10:41 UTC,0.0557,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.056),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 1.72, ""amount_in_usd"": 1.72}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_280997,2026-09-18 12:10:41 UTC,0.0221,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.022),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 9.07, ""amount_in_usd"": 9.07}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_714245,2026-09-18 12:10:41 UTC,0.0180,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.018),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 40.45, ""amount_in_usd"": 40.45}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_845962,2026-09-18 12:10:41 UTC,0.0283,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.028),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 11.56, ""amount_in_usd"": 11.56}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_626658,2026-09-18 12:10:41 UTC,0.0331,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 13.93, ""amount_in_usd"": 13.93}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_578133,2026-09-18 12:10:41 UTC,0.0502,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.050),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 63.08, ""amount_in_usd"": 63.08}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_507295,2026-09-18 12:10:41 UTC,0.0225,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.022),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 57.68, ""amount_in_usd"": 57.68}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_926392,2026-09-18 12:10:41 UTC,0.0316,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.032),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 48.52, ""amount_in_usd"": 48.52}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_838558,2026-09-18 12:10:41 UTC,0.0359,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.036),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 85.01, ""amount_in_usd"": 85.01}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_231878,2026-09-18 12:10:41 UTC,0.0489,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.049),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 28.51, ""amount_in_usd"": 28.51}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_636371,2026-09-18 12:10:41 UTC,0.0784,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.078),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 2.2, ""amount_in_usd"": 2.2}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_666562,2026-09-18 12:10:41 UTC,0.0272,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.027),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 35.34, ""amount_in_usd"": 35.34}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_265496,2026-09-18 12:10:41 UTC,0.0362,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.036),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 43.14, ""amount_in_usd"": 43.14}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_149706,2026-09-18 12:10:41 UTC,0.0250,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.025),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 29.86, ""amount_in_usd"": 29.86}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_511217,2026-09-18 12:10:41 UTC,0.0244,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.024),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 6.25, ""amount_in_usd"": 6.25}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_251383,2026-09-18 12:10:41 UTC,0.0732,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.073),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 16.02, ""amount_in_usd"": 16.02}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_747383,2026-09-18 12:10:41 UTC,0.0487,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.049),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 3.86, ""amount_in_usd"": 3.86}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_350499,2026-09-18 12:10:41 UTC,0.0675,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.068),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 5.23, ""amount_in_usd"": 5.23}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_132451,2026-09-18 12:10:41 UTC,0.0784,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.078),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 77.45, ""amount_in_usd"": 77.45}",No action (low risk cleared),Pending review,Awaiting investigator
